 *  Executing task: platformio device monitor 

--- Terminal on /dev/cu.usbserial-10 | 115200 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
597010 00:00:00.000 R 09f11200 13 ff ff ff 7f f0 ff fc
597011 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
597062 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
597063 00:00:00.000 R 09f80200 13 fc a1 52 00 00 ff ff
597065 00:00:00.000 R 09f80200 14 fd b3 52 00 00 ff ff
597076 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
597077 00:00:00.000 R 09fd0202 65 86 02 f7 27 fa ff ff
597080 00:00:00.000 R 09f11200 14 ff ff ff 7f f0 ff fc
597217 00:00:00.000 R 09f11200 15 ff ff ff 7f f0 ff fc
597217 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
597217 00:00:00.000 R 0df80500 15 ac 4d 50 67 26 18 00 64 65 43 26 8a 09 07 00 ec 7f bc e7 04 b9 ff a0 7d c4 ff ff ff ff ff 20 fc 0a 78 00 ff 7f ff ff ff 7f ff
597240 00:00:00.000 R 15fd0600 15 cf 71 ff ff ff ff ff
597241 00:00:00.000 R 09f80200 15 fc a1 52 00 00 ff ff
597243 00:00:00.000 R 09f80200 16 fd b3 52 00 00 ff ff
597254 00:00:00.000 R 15fd0700 16 00 cf 71 ff 7f ff ff
597254 00:00:00.000 R 0df01000 16 f0 ac 4d 50 67 26 18
597420 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
597421 00:00:00.000 R 0df50b00 16 74 01 00 00 00 00 ff
597423 00:00:00.000 R 15fd0723 ff c0 d3 71 ff 7f ff ff
597434 00:00:00.000 R 09f11200 17 ff ff ff 7f f0 ff fc
597434 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
597434 00:00:00.000 R 09fd0202 68 69 02 26 27 fa ff ff
597447 00:00:00.000 R 09f11200 18 ff ff ff 7f f0 ff fc
597448 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
597630 00:00:00.000 R 09f11200 19 ff ff ff 7f f0 ff fc
597631 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
597631 00:00:00.000 R 09fd0202 6a 4a 02 ee 23 fa ff ff
597710 00:00:00.000 R 09f11200 1a ff ff ff 7f f0 ff fc
597711 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
597711 00:00:00.000 R 09fd0202 6b 3b 02 48 23 fa ff ff
597724 00:00:00.000 R 15fd0600 1a cf 71 ff ff ff ff ff
597725 00:00:00.000 R 09f80200 1a fd b3 52 ff ff ff ff
597727 00:00:00.000 R 15fd0700 1a 00 cf 71 ff 7f ff ff
597866 00:00:00.000 R 09f11200 1b ff ff ff 7f f0 ff fc
597867 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
597867 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
597879 00:00:00.000 R 19f21420 00 ec 04 0d 00 80 70 00
597880 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
597880 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
598044 00:00:00.000 R 09f11200 1d ff ff ff 7f f0 ff fc
598045 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
598045 00:00:00.000 R 09fd0202 6e 14 02 b4 23 fa ff ff
598058 00:00:00.000 R 09f80200 1d fc a1 52 00 00 ff ff
598060 00:00:00.000 R 09f80200 1e fd b3 52 00 00 ff ff
598061 00:00:00.000 R 09f11200 1e ff ff ff 7f f0 ff fc
598072 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
598072 00:00:00.000 R 15fd0800 1e 00 00 cf 71 ff ff ff
598253 00:00:00.000 R 09fd0202 70 03 02 e7 23 fa ff ff
598257 00:00:00.000 R 0df80500 1f ac 4d 50 67 26 18 00 64 65 43 26 8a 09 07 00 ec 7f bc e7 04 b9 ff a0 7d c4 ff ff ff ff ff 20 fc 0a 78 00 ff 7f ff ff ff 7f ff
598269 00:00:00.000 R 15fd0600 1f cf 71 ff ff ff ff ff
598270 00:00:00.000 R 09f80200 1f fc a1 52 00 00 ff ff
598282 00:00:00.000 R 09f80200 20 fd b3 52 00 00 ff ff
598283 00:00:00.000 R 15fd0700 20 00 cf 71 ff 7f ff ff
598283 00:00:00.000 R 0df01000 20 f0 ac 4d 50 67 26 18
598294 00:00:00.000 R 19fa0300 20 ff 78 00 ff 7f ff 7f
598463 00:00:00.000 R 0df90300 20 f0 ff ff ff 7f ff ff
598464 00:00:00.000 R 09f50323 ff 00 00 ff ff 00 ff ff
598464 00:00:00.000 R 0df80900 ac 4d 50 67 26 18 ff 7f
598475 00:00:00.000 R 09f11200 20 ff ff ff 7f f0 ff fc
598475 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
598486 00:00:00.000 R 1df11a00 20 ff ff ff f0 ff ff ff
598690 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
598692 00:00:00.000 R 19f21420 00 eb 04 0c 00 80 70 00
598693 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
598704 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
598705 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
598705 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
598869 00:00:00.000 R 09fd0202 75 ec 01 78 24 fa ff ff
598872 00:00:00.000 R 15fd0600 24 cf 71 ff ff ff ff ff
598873 00:00:00.000 R 09f80200 24 fc a1 52 00 00 ff ff
598874 00:00:00.000 R 09f80200 25 fd b3 52 00 00 ff ff
598886 00:00:00.000 R 15fd0700 25 00 cf 71 ff 7f ff ff
598886 00:00:00.000 R 09f11200 25 ff ff ff 7f f0 ff fc
599074 00:00:00.000 R 09fd0202 77 eb 01 cd 26 fa ff ff
599078 00:00:00.000 R 09f11200 27 ff ff ff 7f f0 ff fc
599078 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
599078 00:00:00.000 R 09f80200 27 fc a1 52 00 00 ff ff
599090 00:00:00.000 R 09f80200 28 fd b3 52 00 00 ff ff
599091 00:00:00.000 R 09fd0202 78 ed 01 32 27 fa ff ff
599281 00:00:00.000 R 09f11200 29 ff ff ff 7f f0 ff fc
599282 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
599282 00:00:00.000 R 09fd0202 7a f9 01 b5 27 fa ff ff
599296 00:00:00.000 R 0df80500 29 ac 4d 50 67 26 18 00 64 65 43 26 8a 09 07 00 ec 7f bc e7 04 b9 ff a0 7d c4 ff ff ff ff ff 20 fc 0a 78 00 ff 7f ff ff ff 7f ff
599308 00:00:00.000 R 15fd0600 29 cf 71 ff ff ff ff ff
599309 00:00:00.000 R 09f80200 29 fc a1 52 00 00 ff ff
599386 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
599386 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
599387 00:00:00.000 R 0df50b00 2a 74 01 00 00 00 00 ff
599398 00:00:00.000 R 15fd0723 ff c0 d3 71 ff 7f ff ff
599399 00:00:00.000 R 09fd0202 7b 03 02 da 28 fa ff ff
599411 00:00:00.000 R 09f11200 2b ff ff ff 7f f0 ff fc
599482 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
599483 00:00:00.000 R 09fd0202 7c 0e 02 7c 29 fa ff ff
599486 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
599487 00:00:00.000 R 19f21420 00 ec 04 0d 00 80 70 00
599499 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
599499 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
599510 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
599679 00:00:00.000 R 19f21420 00 ec 04 0d 00 80 70 00
599681 00:00:00.000 R 09f80200 2c fc a1 52 00 00 ff ff
599683 00:00:00.000 R 09f80200 2d fd b3 52 00 00 ff ff
599694 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
599695 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
599695 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
599706 00:00:00.000 R 09fd0202 7d 19 02 8e 29 fa ff ff
599709 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
599888 00:00:00.000 R 15fd0600 2e cf 71 ff ff ff ff ff
599890 00:00:00.000 R 09f80200 2e fc a1 52 00 00 ff ff
599892 00:00:00.000 R 09f80200 2f fd b3 52 00 00 ff ff
599903 00:00:00.000 R 15fd0700 2f 00 cf 71 ff 7f ff ff
599904 00:00:00.000 R 09fd0202 7f 2f 02 29 2a fa ff ff
599906 00:00:00.000 R 09f11200 2f ff ff ff 7f f0 ff fc
599917 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
599917 00:00:00.000 R 15fd0723 ff c0 d3 71 ff 7f ff ff
600095 00:00:00.000 R 09f80200 31 fc a1 52 00 00 ff ff
600098 00:00:00.000 R 09f80200 32 fd ff ff 00 00 ff ff
600099 00:00:00.000 R 09fd0202 82 56 02 00 2b fa ff ff
600102 00:00:00.000 R 09f11200 32 ff ff ff 7f f0 ff fc
600113 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
600113 00:00:00.000 R 15fd0800 32 00 00 cf 71 ff ff ff
600124 00:00:00.000 R 09f11200 33 ff ff ff 7f f0 ff fc
600203 00:00:00.000 R 15fd0600 33 cf 71 ff ff ff ff ff
600204 00:00:00.000 R 09f80200 33 fc a1 52 00 00 ff ff
600206 00:00:00.000 R 15fd0700 33 00 cf 71 ff 7f ff ff
600217 00:00:00.000 R 0df01000 33 f0 ac 4d 80 dc 26 18
600217 00:00:00.000 R 19fa0300 33 ff 78 00 ff 7f ff 7f
600218 00:00:00.000 R 09f50300 33 00 00 ff ff ff ff ff
600293 00:00:00.000 R 09fd0202 84 6b 02 10 2b fa ff ff
600297 00:00:00.000 R 0df90300 33 f0 ff ff ff 7f ff ff
600297 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
600298 00:00:00.000 R 19f21420 00 eb 04 0c 00 80 70 00
600310 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
600310 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
600321 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
600322 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
600491 00:00:00.000 R 19f21420 00 eb 04 0c 00 80 70 00
600493 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
600494 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
600505 00:00:00.000 R 09fd0202 85 75 02 fb 2b fa ff ff
600508 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
600508 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
600519 00:00:00.000 R 09f11200 35 ff ff ff 7f f0 ff fc
600529 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
600698 00:00:00.000 R 09fd0202 87 85 02 ec 2b fa ff ff
600701 00:00:00.000 R 09f11200 38 ff ff ff 7f f0 ff fc
600702 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
600702 00:00:00.000 R 09fd0202 88 89 02 25 2c fa ff ff
600714 00:00:00.000 R 15fd0600 38 cf 71 ff ff ff ff ff
600716 00:00:00.000 R 15fd0700 38 00 cf 71 ff 7f ff ff
600716 00:00:00.000 R 09f80200 38 fc a1 52 00 00 ff ff
600727 00:00:00.000 R 09f80200 39 fd b3 52 00 00 ff ff
600948 00:00:00.000 R 15fd0723 ff c0 d3 71 ff 7f ff ff
600949 00:00:00.000 R 15fd0c23 ff 00 00 45 72 04 ff ff
600949 00:00:00.000 R 09f11200 3a ff ff ff 7f f0 ff fc
600960 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
600960 00:00:00.000 R 09fd0202 8a 93 02 83 2c fa ff ff
600973 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
601039 00:00:00.000 R 09fd0202 8b 97 02 f1 2c fa ff ff
601042 00:00:00.000 R 09f80200 3a fc a1 52 00 00 ff ff
601043 00:00:00.000 R 09f80200 3b fd b3 52 00 00 ff ff
601044 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
601121 00:00:00.000 R 09fd0202 8c 99 02 f5 2d fa ff ff
601124 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
601125 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
601126 00:00:00.000 R 19f21420 00 ec 04 0d 00 80 70 00
601138 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
601138 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
601149 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
601215 00:00:00.000 R 0df01000 3b f0 ac 4d 80 dc 26 18
601317 00:00:00.000 R 09f80200 3c fc a1 52 00 00 ff ff
601319 00:00:00.000 R 09f80200 3d fd b3 52 00 00 ff ff
601321 00:00:00.000 R 19fa0300 3d ff 78 00 ff 7f ff 7f
601321 00:00:00.000 R 09f50300 3d 00 00 ff ff ff ff ff
601332 00:00:00.000 R 0df90300 3d f0 ff ff ff 7f ff ff
601332 00:00:00.000 R 0df80900 ac 4d 80 dc 26 18 ff 7f
601343 00:00:00.000 R 0df50b23 ff 73 01 00 00 00 00 ff
601513 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
601565 00:00:00.000 R 09fd0202 8f 99 02 18 2d fa ff ff
601568 00:00:00.000 R 09f11200 3e ff ff ff 7f aa ff fc
601568 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
601579 00:00:00.000 R 09f80200 3e fc a1 52 00 00 ff ff
601580 00:00:00.000 R 09f80200 3f fd b3 52 00 00 ff ff
601581 00:00:00.000 R 09fd0202 90 99 02 eb 2d fa ff ff
601720 00:00:00.000 R 09f11200 40 ff ff ff 7f aa ff fc
601721 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
601773 00:00:00.000 R 09fd0202 92 98 02 49 2d fa ff ff
601776 00:00:00.000 R 1df11a03 ff ff ff ff f6 ff ff ff
601777 00:00:00.000 R 15fd0600 40 cf 71 ff ff ff ff ff
601778 00:00:00.000 R 15fd0700 40 00 cf 71 ff 7f ff ff
601788 00:00:00.000 R 09f80200 40 fc a1 52 00 00 ff ff
601790 00:00:00.000 R 09f80200 41 fd b3 52 00 00 ff ff
601927 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
601929 00:00:00.000 R 09fd0202 94 99 02 38 2e fa ff ff
601932 00:00:00.000 R 09f11200 43 ff ff ff 7f aa ff fc
601933 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
601944 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
601944 00:00:00.000 R 09f80200 43 fc a1 52 00 00 ff ff
601955 00:00:00.000 R 09f80200 44 fd b3 52 00 00 ff ff
601957 00:00:00.000 R 09fd0202 95 9a 02 36 2e fa ff ff
602136 00:00:00.000 R 09fd0202 96 98 02 ed 2d fa ff ff
602552 00:00:00.000 R 15fd060f 00 00 00 4a 0b f5 03 ff
602555 00:00:00.000 R 09f11200 45 ff ff ff 7f aa ff fc
602555 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
602566 00:00:00.000 R 09fd0202 97 97 02 d6 2d fa ff ff
602568 00:00:00.000 R 0df80500 45 ac 4d 80 dc 26 18 00 64 65 43 26 8a 09 07 00 ec 7f bc e7 04 b9 ff a0 7d c4 ff ff ff ff ff 20 fc 0a 78 00 ff 7f ff ff ff 7f ff
602580 00:00:00.000 R 09f80200 45 fc a1 52 00 00 ff ff
602582 00:00:00.000 R 09f80200 46 fd b3 52 00 00 ff ff
602593 00:00:00.000 R 0df01000 46 f0 ac 4d 80 dc 26 18
602594 00:00:00.000 R 0df90300 46 f0 ff ff ff 7f ff ff
602670 00:00:00.000 R 0df80900 ac 4d 80 dc 26 18 ff 7f
602670 00:00:00.000 R 0df50b23 ff 73 01 00 00 00 00 ff
602671 00:00:00.000 R 09f11200 46 ff ff ff 7f aa ff fc
602682 00:00:00.000 R 09f50323 ff 00 00 ff ff 00 ff ff
602683 00:00:00.000 R 1df11a00 46 ff ff ff aa ff ff ff
602751 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
602751 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
602752 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
602763 00:00:00.000 R 19f21420 00 ec 04 0e 00 80 70 00
602765 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
602775 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
602776 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
602777 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
602991 00:00:00.000 R 09f11200 4a ff ff ff 7f aa ff fc
602992 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
602992 00:00:00.000 R 09fd0202 9c 7b 02 a9 2b fa ff ff
603005 00:00:00.000 R 15fd0600 4a cf 71 ff ff ff ff ff
603006 00:00:00.000 R 15fd0700 4a 00 cf 71 ff 7f ff ff
603006 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
603134 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
603186 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
603188 00:00:00.000 R 15fd0723 ff c0 d3 71 ff 7f ff ff
603188 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
603199 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
603209 00:00:00.000 R 09fd0202 9d 75 02 a8 2b fa ff ff
603212 00:00:00.000 R 15fd0c23 ff 00 00 40 72 04 ff ff
603370 00:00:00.000 R 0df80500 4f ac 4d ff ff ff ff ff ff ff ff ff ff ff 7f ff ff ff ff ff ff ff 7f ff ff ff ff ff ff ff 7f f0 fc ff ff 7f ff 7f ff ff ff 7f ff
603383 00:00:00.000 R 15fd0600 4f cf 71 ff ff ff ff ff
603385 00:00:00.000 R 15fd0700 4f 00 cf 71 ff 7f ff ff
603385 00:00:00.000 R 09f80200 4f fc a1 52 00 00 ff ff
603397 00:00:00.000 R 09f80200 50 fd b3 52 00 00 ff ff
603398 00:00:00.000 R 0df01000 50 ff ac 4d ff ff ff ff
603398 00:00:00.000 R 09fd0202 a1 68 02 4c 29 fa ff ff
603486 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
603486 00:00:00.000 R 0df50b00 50 74 01 00 00 00 00 ff
603488 00:00:00.000 R 15fd0723 ff c0 d3 71 ff 7f ff ff
603499 00:00:00.000 R 09fd0202 a2 64 02 01 29 fa ff ff
603501 00:00:00.000 R 09f11200 51 ff ff ff 7f aa ff fc
603502 00:00:00.000 R 09fd0202 a3 5f 02 2e 26 fa ff ff
603584 00:00:00.000 R 09f11200 52 ff ff ff 7f aa ff fc
603584 00:00:00.000 R 09f80200 52 fc a1 52 00 00 ff ff
603586 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
603597 00:00:00.000 R 19f21420 00 eb 04 0c 00 80 70 00
603599 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
603599 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
603776 00:00:00.000 R 09f11200 54 ff ff ff 7f aa ff fc
603777 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
603777 00:00:00.000 R 09fd0202 a5 57 02 b1 26 fa ff ff
603791 00:00:00.000 R 15fd0600 54 cf 71 ff ff ff ff ff
603792 00:00:00.000 R 15fd0700 54 00 cf 71 ff 7f ff ff
603792 00:00:00.000 R 09f80200 54 fc a1 52 00 00 ff ff
603804 00:00:00.000 R 09f80200 55 fd b3 52 00 00 ff ff
603805 00:00:00.000 R 09f11200 55 ff ff ff 7f aa ff fc
603973 00:00:00.000 R 09f11200 57 ff ff ff 7f aa ff fc
603974 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
604025 00:00:00.000 R 09fd0202 a8 47 02 6b 22 fa ff ff
604028 00:00:00.000 R 09f80200 57 fc a1 52 00 00 ff ff
604029 00:00:00.000 R 09f80200 58 fd b3 52 00 00 ff ff
604031 00:00:00.000 R 09f11200 58 ff ff ff 7f aa ff fc
604041 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
604042 00:00:00.000 R 09fd0202 a9 43 02 a8 20 fa ff ff
604181 00:00:00.000 R 09f11200 59 ff ff ff 7f aa ff fc
604182 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
604182 00:00:00.000 R 09fd0202 aa 42 02 ff 1f fa ff ff
604196 00:00:00.000 R 0df80500 59 ac 4d d0 9f 27 18 00 64 65 43 26 8a 09 07 00 ec 7f bc e7 04 b9 ff a0 48 b8 ff ff ff ff ff 20 fc 05 be 00 ff 7f ff ff ff 7f ff
604208 00:00:00.000 R 15fd0600 59 cf 71 ff ff ff ff ff
604209 00:00:00.000 R 15fd0700 59 00 cf 71 ff 7f ff ff
604276 00:00:00.000 R 09f80200 59 fc a1 52 00 00 ff ff
604278 00:00:00.000 R 09f80200 5a fd ff ff 00 00 ff ff
604346 00:00:00.000 R 0df01000 5a f0 ac 4d d0 9f 27 18
604346 00:00:00.000 R 19fa0300 5a ff be 00 ff 7f ff 7f
604347 00:00:00.000 R 09f50300 5a 00 00 ff ff ff ff ff
604357 00:00:00.000 R 0df90300 5a f0 ff ff ff 7f ff ff
604409 00:00:00.000 R 0df80900 ac 4d d0 9f 27 18 ff 7f
604410 00:00:00.000 R 0df50b23 ff 71 01 00 00 00 00 ff
604411 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
604423 00:00:00.000 R 19f21420 00 ec 04 0d 00 80 70 00
604424 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
604424 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
604596 00:00:00.000 R 19f21921 00 c2 01 00 00 01 00 50
604597 00:00:00.000 R 09f11200 5c ff ff ff 7f aa ff fc
604597 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
604608 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
604619 00:00:00.000 R 09f80200 5c fc a1 52 00 00 ff ff
604621 00:00:00.000 R 09fd0202 ad 32 02 3c 26 fa ff ff
604623 00:00:00.000 R 09f11200 5d ff ff ff 7f aa ff fc
604634 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
604813 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
604814 00:00:00.000 R 09fd0202 af 27 02 22 24 fa ff ff
604817 00:00:00.000 R 15fd0600 5e cf 71 ff ff ff ff ff
604818 00:00:00.000 R 15fd0700 5e 00 cf 71 ff 7f ff ff
604829 00:00:00.000 R 09f80200 5e fc a1 52 00 00 ff ff
604830 00:00:00.000 R 09f80200 5f fd b3 52 00 00 ff ff
605019 00:00:00.000 R 15fd0c23 ff 00 00 44 72 04 ff ff
605020 00:00:00.000 R 09f11200 60 ff ff ff 7f aa ff fc
605020 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
605031 00:00:00.000 R 09fd0202 b1 22 02 70 2b fa ff ff
605034 00:00:00.000 R 09f11200 61 ff ff ff 7f f0 ff fc
605034 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
605111 00:00:00.000 R 09fd0202 b3 21 02 99 2e fa ff ff
605114 00:00:00.000 R 09f11200 63 ff ff ff 7f f0 ff fc
605181 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
605181 00:00:00.000 R 09fd0202 b4 23 02 30 29 fa ff ff
605184 00:00:00.000 R 0df80500 63 ac 4d d0 9f 27 18 00 64 65 43 26 8a 09 07 00 ec 7f bc e7 04 b9 ff a0 48 b8 ff ff ff ff ff 20 fc 05 be 00 ff 7f ff ff ff 7f ff
605262 00:00:00.000 R 15fd0600 63 cf 71 ff ff ff ff ff
605263 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
605264 00:00:00.000 R 15fd0700 63 00 cf 71 ff 7f ff ff
605275 00:00:00.000 R 19f21420 00 ec 04 0b 00 80 70 00
605277 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
605277 00:00:00.000 R 19f21421 01 06 00 00 00 80 70 00
605441 00:00:00.000 R 09f11200 64 ff ff ff 7f f0 ff fc
605442 00:00:00.000 R 09f50323 ff 00 00 ff ff 00 ff ff
605442 00:00:00.000 R 19f21920 00 c2 01 00 00 01 00 50
605453 00:00:00.000 R 1df11a00 64 ff ff ff f0 ff ff ff
605453 00:00:00.000 R 19f51323 ff ff ff ff ff ff 57 a7 0f 00 57 a7 0f 00
605464 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
605617 00:00:00.000 R 09f20120 00 ff ff ff ff f3 89 06 00 ff 7f ff ff ff ff ff ff ff ff ff 01 00 00 00 7f 7f
605618 00:00:00.000 R 09fd0202 b5 29 02 54 26 fa ff ff
605631 00:00:00.000 R 09f11200 65 ff ff ff 7f f0 ff fc
605631 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
605631 00:00:00.000 R 09fd0202 b6 2e 02 8c 28 fa ff ff
605644 00:00:00.000 R 09f11200 66 ff ff ff 7f f0 ff fc
605644 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
605655 00:00:00.000 R 09f80200 66 fc a1 52 00 00 ff ff
605834 00:00:00.000 R 09fd0202 b9 37 02 a3 2d fa ff ff
605838 00:00:00.000 R 15fd0600 68 cf 71 ff ff ff ff ff
605839 00:00:00.000 R 15fd0700 68 00 cf 71 ff 7f ff ff
605839 00:00:00.000 R 09f80200 68 fd b3 52 ff ff ff ff
605851 00:00:00.000 R 09f11200 69 ff ff ff 7f f0 ff fc
605851 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
606041 00:00:00.000 R 09f20020 00 00 00 ff ff 00 ff ff
606043 00:00:00.000 R 09f11200 6b ff ff ff 7f f0 ff fc
606043 00:00:00.000 R 09f80100 ca 8d 39 1e be 23 cf fe
606054 00:00:00.000 R 09f80200 6b fc a1 52 00 00 ff ff
606056 00:00:00.000 R 09f80200 6c fd b3 52 00 00 ff ff
606057 00:00:00.000 R 09fd0202 bc 3f 02 90 2f fa ff ff
606248 00:00:00.000 R 0df80500 6d ac 4d d0 9f 27 18 00 64 65 43 26 8a 09 07 00 ec 7f bc e7 04 b9 ff a0 48 b8 ff ff ff ff ff 20 fc 05 be 00 ff 7f ff ff ff 7f ff
